Name,Year,Team,BA,OBP,SLG,OPS,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GDP,HBP,SH,SF,IBB,RISP,PHBA
Lee Sung-gyu,2024,Samsung Lions,0.242,0.339,0.5,0.839,122.0,355.0,302.0,56.0,73.0,10.0,1.0,22.0,57.0,9.0,2.0,31.0,109.0,151.0,5.0,15.0,4.0,3.0,0.0,0.284,0.174
Lee Sung-gyu,2023,Samsung Lions,0.207,0.259,0.31,0.569,109.0,162.0,145.0,23.0,30.0,10.0,1.0,1.0,18.0,4.0,3.0,8.0,42.0,45.0,4.0,3.0,4.0,2.0,0.0,0.341,0.182
Lee Sung-gyu,2022,Samsung Lions,0.074,0.265,0.074,0.339,13.0,34.0,27.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.143,0.5
Lee Sung-gyu,2020,Samsung Lions,0.181,0.257,0.361,0.618,98.0,245.0,216.0,25.0,39.0,7.0,1.0,10.0,30.0,3.0,1.0,18.0,64.0,78.0,7.0,5.0,4.0,2.0,0.0,0.145,0.154
Lee Sung-gyu,2019,Samsung Lions,0.256,0.304,0.442,0.746,16.0,46.0,43.0,3.0,11.0,2.0,0.0,2.0,7.0,1.0,1.0,2.0,16.0,19.0,1.0,1.0,0.0,0.0,0.0,0.3,0.667
Lee Sung-gyu,2017,Samsung Lions,0.118,0.211,0.118,0.329,15.0,20.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Lee Sung-gyu,2016,Samsung Lions,0.25,0.25,0.25,0.5,6.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hwang Sun-do,2016,Samsung Lions,0.333,0.5,0.333,0.833,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Héctor Gómez,2016,SK Wyverns,0.283,0.324,0.489,0.813,117.0,492.0,456.0,74.0,129.0,31.0,0.0,21.0,62.0,16.0,8.0,25.0,87.0,223.0,11.0,5.0,2.0,4.0,2.0,0.297,0.0
Kim Dong-yub,2024,Samsung Lions,0.111,0.19,0.167,0.357,8.0,21.0,18.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Kim Dong-yub,2023,Samsung Lions,0.255,0.313,0.388,0.701,69.0,182.0,165.0,20.0,42.0,7.0,0.0,5.0,18.0,1.0,1.0,13.0,29.0,64.0,8.0,2.0,0.0,2.0,0.0,0.186,0.148
Kim Dong-yub,2022,Samsung Lions,0.221,0.25,0.337,0.587,30.0,100.0,95.0,9.0,21.0,5.0,0.0,2.0,4.0,0.0,3.0,4.0,22.0,32.0,1.0,0.0,0.0,1.0,0.0,0.133,0.25
Kim Dong-yub,2021,Samsung Lions,0.238,0.286,0.351,0.637,69.0,203.0,185.0,20.0,44.0,9.0,0.0,4.0,24.0,2.0,1.0,10.0,42.0,65.0,2.0,4.0,0.0,4.0,0.0,0.258,0.111
Kim Dong-yub,2020,Samsung Lions,0.312,0.36,0.508,0.868,115.0,451.0,413.0,60.0,129.0,21.0,0.0,20.0,74.0,4.0,4.0,29.0,79.0,210.0,14.0,4.0,1.0,4.0,0.0,0.315,0.4
Kim Dong-yub,2019,Samsung Lions,0.215,0.265,0.338,0.603,60.0,211.0,195.0,15.0,42.0,4.0,1.0,6.0,25.0,2.0,1.0,12.0,47.0,66.0,2.0,2.0,0.0,2.0,0.0,0.239,0.167
Kim Dong-yub,2018,SK Wyverns,0.252,0.285,0.48,0.765,124.0,446.0,421.0,58.0,106.0,15.0,0.0,27.0,76.0,11.0,2.0,17.0,108.0,202.0,13.0,4.0,1.0,3.0,0.0,0.33,0.286
Kim Dong-yub,2017,SK Wyverns,0.277,0.329,0.496,0.825,125.0,428.0,393.0,58.0,109.0,18.0,1.0,22.0,70.0,2.0,4.0,23.0,62.0,195.0,6.0,9.0,0.0,3.0,1.0,0.266,0.273
Kim Dong-yub,2016,SK Wyverns,0.336,0.36,0.517,0.877,57.0,150.0,143.0,19.0,48.0,8.0,0.0,6.0,23.0,2.0,1.0,5.0,41.0,74.0,3.0,1.0,0.0,1.0,0.0,0.29,0.316
An Sang-hyun,2024,SSG Landers,0.171,0.216,0.186,0.402,37.0,75.0,70.0,3.0,12.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,14.0,13.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0
An Sang-hyun,2023,SSG Landers,0.241,0.302,0.293,0.595,58.0,66.0,58.0,10.0,14.0,3.0,0.0,0.0,2.0,3.0,1.0,5.0,15.0,17.0,1.0,0.0,3.0,0.0,0.0,0.15,0.5
An Sang-hyun,2022,SSG Landers,0.158,0.273,0.316,0.589,46.0,47.0,38.0,12.0,6.0,0.0,0.0,2.0,5.0,2.0,0.0,5.0,12.0,12.0,2.0,1.0,3.0,0.0,0.0,0.273,0.25
An Sang-hyun,2021,SSG Landers,0.256,0.275,0.385,0.66,37.0,40.0,39.0,9.0,10.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.077,0.5
An Sang-hyun,2019,SK Wyverns,0.235,0.262,0.265,0.527,65.0,108.0,102.0,14.0,24.0,3.0,0.0,0.0,5.0,7.0,3.0,4.0,28.0,27.0,3.0,0.0,1.0,1.0,0.0,0.227,0.0
An Sang-hyun,2018,SK Wyverns,0.5,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Im Suk-jin,2022,Kia Tigers,0.071,0.235,0.286,0.521,10.0,17.0,14.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Im Suk-jin,2016,SK Wyverns,0.182,0.25,0.182,0.432,11.0,12.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167
Kim In-hwan,2024,Hanwha Eagles,0.237,0.301,0.275,0.576,51.0,143.0,131.0,11.0,31.0,2.0,0.0,1.0,7.0,0.0,0.0,10.0,32.0,36.0,5.0,2.0,0.0,0.0,0.0,0.206,0.154
Kim In-hwan,2023,Hanwha Eagles,0.225,0.301,0.338,0.639,112.0,365.0,325.0,34.0,73.0,16.0,0.0,7.0,42.0,1.0,0.0,35.0,91.0,110.0,4.0,2.0,0.0,3.0,2.0,0.254,0.136
Kim In-hwan,2022,Hanwha Eagles,0.261,0.305,0.417,0.722,113.0,429.0,398.0,48.0,104.0,14.0,0.0,16.0,54.0,2.0,0.0,24.0,111.0,166.0,4.0,3.0,0.0,4.0,2.0,0.203,0.273
Kim In-hwan,2019,Hanwha Eagles,0.214,0.239,0.238,0.477,18.0,46.0,42.0,1.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,9.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25
Kim In-hwan,2018,Hanwha Eagles,0.0,0.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Ju-hyun,2021,Lotte Giants,0.25,0.294,0.25,0.544,8.0,17.0,16.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Ju-hyun,2017,Hanwha Eagles,0.265,0.419,0.324,0.743,24.0,43.0,34.0,3.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,15.0,11.0,0.0,1.0,0.0,0.0,0.0,0.143,0.2
Kim Ju-hyun,2016,Hanwha Eagles,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Tae-yean,2024,Hanwha Eagles,0.291,0.363,0.436,0.799,126.0,472.0,413.0,59.0,120.0,24.0,0.0,12.0,61.0,5.0,2.0,45.0,89.0,180.0,9.0,4.0,6.0,4.0,0.0,0.295,0.0
Kim Tae-yean,2023,Hanwha Eagles,0.261,0.337,0.363,0.7,91.0,280.0,245.0,25.0,64.0,13.0,0.0,4.0,25.0,5.0,1.0,27.0,59.0,89.0,3.0,3.0,1.0,4.0,1.0,0.242,0.273
Kim Tae-yean,2022,Hanwha Eagles,0.24,0.325,0.337,0.662,119.0,464.0,404.0,46.0,97.0,18.0,0.0,7.0,53.0,3.0,2.0,48.0,106.0,136.0,9.0,5.0,3.0,4.0,1.0,0.239,0.0
Kim Tae-yean,2021,Hanwha Eagles,0.301,0.418,0.42,0.838,53.0,220.0,176.0,29.0,53.0,12.0,0.0,3.0,34.0,5.0,3.0,34.0,44.0,74.0,4.0,5.0,0.0,5.0,0.0,0.322,0.0
Kim Tae-yean,2019,Hanwha Eagles,0.25,0.5,0.5,1.0,9.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Tae-yean,2018,Hanwha Eagles,0.192,0.276,0.231,0.507,24.0,30.0,26.0,7.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0
Kim Tae-yean,2017,Hanwha Eagles,0.048,0.091,0.19,0.281,12.0,22.0,21.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Park Sang-un,2024,Hanwha Eagles,0.286,0.423,0.357,0.78,27.0,52.0,42.0,4.0,12.0,3.0,0.0,0.0,4.0,1.0,0.0,9.0,12.0,15.0,0.0,1.0,0.0,0.0,0.0,0.364,0.25
Park Sang-un,2023,Hanwha Eagles,0.2,0.253,0.269,0.522,86.0,161.0,145.0,13.0,29.0,5.0,1.0,1.0,13.0,1.0,2.0,10.0,38.0,39.0,6.0,1.0,3.0,2.0,0.0,0.186,0.333
Park Sang-un,2022,Hanwha Eagles,0.224,0.281,0.366,0.647,56.0,151.0,134.0,16.0,30.0,5.0,1.0,4.0,17.0,0.0,3.0,11.0,28.0,49.0,2.0,0.0,5.0,1.0,0.0,0.244,0.5
Park Sang-un,2021,Hanwha Eagles,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Park Sang-un,2020,Hanwha Eagles,0.217,0.234,0.283,0.517,38.0,47.0,46.0,4.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Park Sang-un,2019,Hanwha Eagles,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Park Sang-un,2017,Hanwha Eagles,0.0,0.5,0.0,0.5,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jang Jin-hyuk,2024,Hanwha Eagles,0.263,0.335,0.412,0.747,99.0,327.0,289.0,56.0,76.0,16.0,0.0,9.0,44.0,14.0,6.0,29.0,72.0,119.0,6.0,3.0,5.0,1.0,0.0,0.333,0.4
Jang Jin-hyuk,2023,Hanwha Eagles,0.222,0.287,0.265,0.552,68.0,178.0,162.0,24.0,36.0,5.0,1.0,0.0,12.0,5.0,4.0,15.0,41.0,43.0,3.0,0.0,0.0,1.0,0.0,0.229,0.364
Jang Jin-hyuk,2022,Hanwha Eagles,0.233,0.298,0.302,0.6,41.0,132.0,116.0,11.0,27.0,2.0,0.0,2.0,17.0,2.0,1.0,12.0,28.0,35.0,1.0,0.0,1.0,3.0,0.0,0.209,0.0
Jang Jin-hyuk,2020,Hanwha Eagles,0.156,0.27,0.219,0.489,19.0,37.0,32.0,2.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0
Jang Jin-hyuk,2019,Hanwha Eagles,0.254,0.32,0.346,0.666,113.0,349.0,315.0,42.0,80.0,16.0,5.0,1.0,24.0,13.0,5.0,26.0,74.0,109.0,4.0,5.0,2.0,1.0,0.0,0.234,0.182
Jang Jin-hyuk,2018,Hanwha Eagles,0.214,0.313,0.357,0.67,50.0,48.0,42.0,9.0,9.0,4.0,1.0,0.0,2.0,1.0,2.0,4.0,11.0,15.0,0.0,2.0,0.0,0.0,0.0,0.2,0.143
Jeong Kyung-un,2018,Hanwha Eagles,0.067,0.063,0.067,0.13,22.0,16.0,15.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.111,0.0
Jeong Kyung-un,2017,Hanwha Eagles,0.236,0.291,0.302,0.593,46.0,121.0,106.0,8.0,25.0,2.0,1.0,1.0,7.0,2.0,0.0,9.0,24.0,32.0,2.0,0.0,4.0,2.0,0.0,0.154,0.0
Kim Kyu-sung,2024,Kia Tigers,0.25,0.357,0.333,0.69,27.0,15.0,12.0,5.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0
Kim Kyu-sung,2023,Kia Tigers,0.234,0.297,0.323,0.62,99.0,177.0,158.0,29.0,37.0,6.0,1.0,2.0,11.0,6.0,2.0,13.0,43.0,51.0,2.0,1.0,5.0,0.0,0.0,0.178,0.0
Kim Kyu-sung,2022,Kia Tigers,0.18,0.196,0.28,0.476,70.0,52.0,50.0,14.0,9.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.077,0.0
Kim Kyu-sung,2021,Kia Tigers,0.139,0.244,0.167,0.411,54.0,41.0,36.0,8.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Kim Kyu-sung,2020,Kia Tigers,0.178,0.246,0.261,0.507,103.0,182.0,157.0,21.0,28.0,2.0,1.0,3.0,11.0,2.0,1.0,13.0,40.0,41.0,1.0,1.0,11.0,0.0,0.0,0.194,0.0
Ryu Seung-hyun,2022,Kia Tigers,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryu Seung-hyun,2019,Kia Tigers,0.253,0.313,0.32,0.633,57.0,163.0,150.0,14.0,38.0,8.0,1.0,0.0,14.0,3.0,2.0,9.0,29.0,48.0,3.0,4.0,0.0,0.0,0.0,0.222,0.417
Ryu Seung-hyun,2018,Kia Tigers,0.307,0.369,0.413,0.782,35.0,85.0,75.0,9.0,23.0,3.0,1.0,1.0,13.0,0.0,0.0,7.0,12.0,31.0,2.0,1.0,1.0,1.0,0.0,0.368,0.0
Jung Sang-gyo,2012,Kia Tigers,0.0,0.0,0.0,0.0,5.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Jung Sang-gyo,2011,Kia Tigers,0.25,0.25,0.25,0.5,7.0,,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
Kim Ki-yeon,2024,Doosan Bears,0.278,0.337,0.377,0.714,95.0,283.0,252.0,31.0,70.0,10.0,0.0,5.0,31.0,0.0,2.0,22.0,47.0,95.0,5.0,2.0,4.0,3.0,0.0,0.254,0.125
Kim Ki-yeon,2023,LG Twins,0.118,0.231,0.118,0.349,28.0,40.0,34.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.167,0.0
Kim Ki-yeon,2022,LG Twins,0.222,0.222,0.222,0.444,12.0,9.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Kim Ki-yeon,2018,LG Twins,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Ho-eun,2022,LG Twins,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Ho-eun,2021,LG Twins,0.0,0.0,0.0,0.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Ho-eun,2020,LG Twins,0.243,0.304,0.35,0.654,69.0,112.0,103.0,12.0,25.0,5.0,0.0,2.0,11.0,0.0,0.0,7.0,14.0,36.0,2.0,2.0,0.0,0.0,0.0,0.276,0.235
Hong Chang-ki,2024,LG Twins,0.336,0.447,0.41,0.857,139.0,637.0,524.0,96.0,176.0,18.0,3.0,5.0,73.0,10.0,11.0,96.0,93.0,215.0,8.0,12.0,1.0,4.0,3.0,0.389,1.0
Hong Chang-ki,2023,LG Twins,0.332,0.444,0.412,0.856,141.0,643.0,524.0,109.0,174.0,35.0,2.0,1.0,65.0,23.0,23.0,88.0,83.0,216.0,6.0,22.0,3.0,6.0,3.0,0.361,0.5
Hong Chang-ki,2022,LG Twins,0.286,0.39,0.355,0.745,118.0,525.0,437.0,76.0,125.0,19.0,4.0,1.0,51.0,13.0,4.0,59.0,75.0,155.0,11.0,19.0,5.0,5.0,0.0,0.385,0.0
Hong Chang-ki,2021,LG Twins,0.328,0.456,0.408,0.864,144.0,651.0,524.0,103.0,172.0,26.0,2.0,4.0,52.0,23.0,8.0,109.0,95.0,214.0,6.0,16.0,0.0,2.0,4.0,0.343,0.5
Hong Chang-ki,2020,LG Twins,0.279,0.411,0.417,0.828,135.0,507.0,408.0,87.0,114.0,29.0,6.0,5.0,39.0,11.0,5.0,83.0,87.0,170.0,8.0,10.0,3.0,3.0,1.0,0.266,0.143
Hong Chang-ki,2019,LG Twins,0.25,0.308,0.333,0.641,23.0,26.0,24.0,3.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,0.167,0.143
Hong Chang-ki,2018,LG Twins,0.167,0.4,0.278,0.678,12.0,25.0,18.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Chang-ki,2016,LG Twins,0.0,0.2,0.0,0.2,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Do Tae-hun,2024,NC Dinos,0.214,0.345,0.241,0.586,100.0,181.0,145.0,20.0,31.0,4.0,0.0,0.0,15.0,1.0,0.0,24.0,29.0,35.0,5.0,6.0,4.0,2.0,0.0,0.238,0.118
Do Tae-hun,2023,NC Dinos,0.234,0.376,0.322,0.698,117.0,302.0,239.0,41.0,56.0,6.0,0.0,5.0,23.0,2.0,1.0,38.0,48.0,77.0,8.0,17.0,7.0,1.0,1.0,0.183,0.4
Do Tae-hun,2022,NC Dinos,0.216,0.282,0.309,0.591,91.0,163.0,139.0,18.0,30.0,7.0,0.0,2.0,13.0,0.0,0.0,13.0,23.0,43.0,5.0,1.0,7.0,3.0,0.0,0.086,0.167
Do Tae-hun,2021,NC Dinos,0.182,0.289,0.242,0.531,77.0,76.0,66.0,10.0,12.0,1.0,0.0,1.0,9.0,1.0,0.0,6.0,14.0,16.0,3.0,4.0,0.0,0.0,0.0,0.227,0.2
Do Tae-hun,2020,NC Dinos,0.182,0.308,0.182,0.49,11.0,13.0,11.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0
Do Tae-hun,2018,NC Dinos,0.229,0.357,0.314,0.671,26.0,42.0,35.0,5.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,0.375,0.4
Do Tae-hun,2017,NC Dinos,0.191,0.255,0.277,0.532,32.0,51.0,47.0,3.0,9.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.2,0.2
Do Tae-hun,2016,NC Dinos,0.167,0.286,0.167,0.453,6.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kim Kyu-min,2020,Kiwoom Heroes,0.208,0.25,0.277,0.527,54.0,111.0,101.0,13.0,21.0,2.0,1.0,1.0,6.0,1.0,0.0,5.0,24.0,28.0,3.0,1.0,3.0,1.0,0.0,0.182,0.143
Kim Kyu-min,2019,Kiwoom Heroes,0.248,0.324,0.333,0.657,94.0,250.0,222.0,33.0,55.0,8.0,1.0,3.0,24.0,2.0,4.0,22.0,68.0,74.0,4.0,4.0,0.0,2.0,0.0,0.212,0.5
Kim Kyu-min,2018,Nexen Heroes,0.295,0.361,0.369,0.73,104.0,336.0,298.0,47.0,88.0,9.0,2.0,3.0,40.0,8.0,4.0,27.0,89.0,110.0,3.0,6.0,1.0,4.0,0.0,0.397,0.25
Kim Kyu-min,2017,Nexen Heroes,0.238,0.304,0.333,0.637,14.0,23.0,21.0,5.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.167,0.0
Kim Jong-deuk,2018,Nexen Heroes,0.5,0.5,0.5,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chae Sang-hyun,2017,Nexen Heroes,0.3,0.364,0.3,0.664,5.0,12.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
An Ju-hyeong,2024,Samsung Lions,0.218,0.279,0.232,0.511,82.0,166.0,142.0,24.0,31.0,2.0,0.0,0.0,8.0,4.0,2.0,11.0,39.0,33.0,3.0,1.0,12.0,0.0,0.0,0.231,0.0
An Ju-hyeong,2023,Samsung Lions,0.241,0.322,0.304,0.626,53.0,91.0,79.0,12.0,19.0,2.0,0.0,1.0,10.0,0.0,0.0,10.0,20.0,24.0,3.0,0.0,1.0,1.0,0.0,0.292,0.231
An Ju-hyeong,2022,Samsung Lions,0.15,0.182,0.15,0.332,18.0,23.0,20.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.125,1.0
An Ju-hyeong,2021,Samsung Lions,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
An Ju-hyeong,2018,Samsung Lions,0.25,0.25,0.25,0.5,15.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5
An Ju-hyeong,2017,Samsung Lions,0.3,0.3,0.4,0.7,10.0,10.0,10.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0
Noh Kwan-hyun,2017,Kia Tigers,0.5,0.5,0.5,1.0,9.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.333,0.75
Justin Maxwell,2016,Lotte Giants,0.287,0.414,0.5,0.914,23.0,99.0,80.0,14.0,23.0,3.0,1.0,4.0,16.0,2.0,2.0,15.0,25.0,40.0,0.0,3.0,0.0,1.0,0.0,0.375,0.0
Park Yu-yeon,2023,Doosan Bears,0.267,0.267,0.4,0.667,10.0,16.0,15.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Park Yu-yeon,2022,Doosan Bears,0.235,0.316,0.235,0.551,13.0,19.0,17.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.25,0.333
Park Yu-yeon,2019,Doosan Bears,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Park Yu-yeon,2017,Doosan Bears,0.333,0.333,0.333,0.666,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Yu-chan,2024,Doosan Bears,0.277,0.341,0.364,0.705,103.0,262.0,231.0,39.0,64.0,11.0,0.0,3.0,23.0,16.0,6.0,22.0,51.0,84.0,9.0,1.0,7.0,1.0,0.0,0.254,0.333
Lee Yu-chan,2023,Doosan Bears,0.243,0.316,0.31,0.626,104.0,239.0,210.0,31.0,51.0,7.0,2.0,1.0,16.0,12.0,5.0,20.0,51.0,65.0,0.0,3.0,5.0,1.0,0.0,0.17,0.333
Lee Yu-chan,2022,Doosan Bears,0.241,0.233,0.345,0.578,13.0,31.0,29.0,3.0,7.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,12.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Lee Yu-chan,2020,Doosan Bears,0.258,0.368,0.303,0.671,101.0,108.0,89.0,30.0,23.0,2.0,1.0,0.0,6.0,13.0,4.0,14.0,25.0,27.0,2.0,2.0,2.0,1.0,0.0,0.219,1.0
Lee Yu-chan,2019,Doosan Bears,0.231,0.231,0.231,0.462,25.0,13.0,13.0,6.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0
Lee Yu-chan,2018,Doosan Bears,0.273,0.333,0.318,0.651,28.0,24.0,22.0,5.0,6.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0
Kim Seok-hwan,2023,Kia Tigers,0.13,0.2,0.174,0.374,12.0,26.0,23.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.333
Kim Seok-hwan,2022,Kia Tigers,0.149,0.252,0.266,0.518,51.0,107.0,94.0,15.0,14.0,2.0,0.0,3.0,7.0,0.0,0.0,10.0,32.0,25.0,1.0,3.0,0.0,0.0,0.0,0.125,0.071
